finding_id,severity,authority,check,proposed_label,id_column,id_value,csv_value,authority_value,n_rows,datasets,detail
e46c0d3e62fe,INFO,ncbi,ncbi_higher_rank_divergence,coccodiscidae,NCBI_ID,299202,Kingdom=chromista,(absent from chain),1,planktoscope,expected above family: the two registers use different higher classifications
d8c2f15a14d5,INFO,ncbi,ncbi_higher_rank_divergence,coccodiscidae,NCBI_ID,299202,Phylum=radiozoa,(absent from chain),1,planktoscope,expected above family: the two registers use different higher classifications
d3561fb5d693,INFO,ncbi,ncbi_higher_rank_divergence,coccodiscidae,NCBI_ID,299202,Class=polycystina,(absent from chain),1,planktoscope,expected above family: the two registers use different higher classifications
4b6a58861f83,INFO,ncbi,ncbi_higher_rank_divergence,cochlodinium,NCBI_ID,77299,Kingdom=chromista,(absent from chain),1,whoi,expected above family: the two registers use different higher classifications
2d929ce30279,INFO,ncbi,ncbi_higher_rank_divergence,cochlodinium,NCBI_ID,77299,Phylum=myzozoa,(absent from chain),1,whoi,expected above family: the two registers use different higher classifications
ee1cda489459,INFO,ncbi,ncbi_higher_rank_divergence,codonaria,NCBI_ID,1176323,Kingdom=chromista,(absent from chain),3,flowcamnet;planktoscope;tara_pacific_decknet,expected above family: the two registers use different higher classifications
994480c6eecb,INFO,ncbi,ncbi_higher_rank_divergence,codonaria,NCBI_ID,1176323,Class=oligotrichea,(absent from chain),3,flowcamnet;planktoscope;tara_pacific_decknet,expected above family: the two registers use different higher classifications
0995b117df35,INFO,ncbi,ncbi_higher_rank_divergence,codonaria,NCBI_ID,1176323,Order=choreotrichida,(absent from chain),3,flowcamnet;planktoscope;tara_pacific_decknet,expected above family: the two registers use different higher classifications
680a418700d3,INFO,ncbi,ncbi_higher_rank_divergence,codonella,NCBI_ID,382707,Kingdom=chromista,(absent from chain),1,planktoscope,expected above family: the two registers use different higher classifications
b64ee6d8d6e0,INFO,ncbi,ncbi_higher_rank_divergence,codonella,NCBI_ID,382707,Class=oligotrichea,(absent from chain),1,planktoscope,expected above family: the two registers use different higher classifications
a646a9d176d2,INFO,ncbi,ncbi_higher_rank_divergence,codonella,NCBI_ID,382707,Order=choreotrichida,(absent from chain),1,planktoscope,expected above family: the two registers use different higher classifications
3fbe1f79204b,INFO,ncbi,ncbi_higher_rank_divergence,codonella amphorella,NCBI_ID,1049796,Kingdom=chromista,(absent from chain),1,planktoscope,expected above family: the two registers use different higher classifications
1635e5b74e0f,INFO,ncbi,ncbi_higher_rank_divergence,codonella amphorella,NCBI_ID,1049796,Class=oligotrichea,(absent from chain),1,planktoscope,expected above family: the two registers use different higher classifications
f0a184fdf2d3,INFO,ncbi,ncbi_higher_rank_divergence,codonella amphorella,NCBI_ID,1049796,Order=choreotrichida,(absent from chain),1,planktoscope,expected above family: the two registers use different higher classifications
13d672f25369,INFO,ncbi,ncbi_higher_rank_divergence,codonellopsis,NCBI_ID,211021,Kingdom=chromista,(absent from chain),1,planktoscope,expected above family: the two registers use different higher classifications
2d6978dd04cf,INFO,ncbi,ncbi_higher_rank_divergence,codonellopsis,NCBI_ID,211021,Class=oligotrichea,(absent from chain),1,planktoscope,expected above family: the two registers use different higher classifications
ff7f4638b325,INFO,ncbi,ncbi_higher_rank_divergence,codonellopsis,NCBI_ID,211021,Order=choreotrichida,(absent from chain),1,planktoscope,expected above family: the two registers use different higher classifications
27a67f655930,INFO,ncbi,ncbi_higher_rank_divergence,codonellopsis morchella,NCBI_ID,1049798,Kingdom=chromista,(absent from chain),2,flowcamnet;tara_pacific_decknet,expected above family: the two registers use different higher classifications
43f361e85e67,INFO,ncbi,ncbi_higher_rank_divergence,codonellopsis morchella,NCBI_ID,1049798,Class=oligotrichea,(absent from chain),2,flowcamnet;tara_pacific_decknet,expected above family: the two registers use different higher classifications
4d7655a2b0bf,INFO,ncbi,ncbi_higher_rank_divergence,codonellopsis morchella,NCBI_ID,1049798,Order=choreotrichida,(absent from chain),2,flowcamnet;tara_pacific_decknet,expected above family: the two registers use different higher classifications
33f5e8afaa6d,INFO,ncbi,ncbi_higher_rank_divergence,codonellopsis orthoceras,NCBI_ID,1176356,Kingdom=chromista,(absent from chain),2,planktoscope;tara_pacific_decknet,expected above family: the two registers use different higher classifications
56c475712490,INFO,ncbi,ncbi_higher_rank_divergence,codonellopsis orthoceras,NCBI_ID,1176356,Class=oligotrichea,(absent from chain),2,planktoscope;tara_pacific_decknet,expected above family: the two registers use different higher classifications
504da80a25fc,INFO,ncbi,ncbi_higher_rank_divergence,codonellopsis orthoceras,NCBI_ID,1176356,Order=choreotrichida,(absent from chain),2,planktoscope;tara_pacific_decknet,expected above family: the two registers use different higher classifications
9218e8befb76,INFO,ncbi,ncbi_higher_rank_divergence,coelodendridae,NCBI_ID,238787,Kingdom=chromista,(absent from chain),5,global_uvp5;uvp6net,expected above family: the two registers use different higher classifications
9180318eae30,INFO,ncbi,ncbi_higher_rank_divergence,coelodendridae,NCBI_ID,238787,Order=phaeodendrida,(absent from chain),5,global_uvp5;uvp6net,expected above family: the two registers use different higher classifications
6fa7680bfc25,INFO,ncbi,ncbi_higher_rank_divergence,coelodendrum,NCBI_ID,238788,Kingdom=chromista,(absent from chain),1,global_uvp5,expected above family: the two registers use different higher classifications
80ff4d9f683b,INFO,ncbi,ncbi_higher_rank_divergence,coelodendrum,NCBI_ID,238788,Order=phaeodendrida,(absent from chain),1,global_uvp5,expected above family: the two registers use different higher classifications
035863ab4014,INFO,ncbi,ncbi_higher_rank_divergence,collotheca,NCBI_ID,360644,Kingdom=animalia,(absent from chain),1,frepj,expected above family: the two registers use different higher classifications
182c82a9477a,INFO,ncbi,ncbi_higher_rank_divergence,collotheca,NCBI_ID,360644,Order=collothecacea,(absent from chain),1,frepj,expected above family: the two registers use different higher classifications
b055ad04f01a,INFO,ncbi,ncbi_higher_rank_divergence,collozoum,NCBI_ID,65591,Kingdom=chromista,(absent from chain),1,planktoscope,expected above family: the two registers use different higher classifications
8e4acce8b4ae,INFO,ncbi,ncbi_higher_rank_divergence,collozoum,NCBI_ID,65591,Phylum=radiozoa,(absent from chain),1,planktoscope,expected above family: the two registers use different higher classifications
60bd770d154b,INFO,ncbi,ncbi_higher_rank_divergence,collozoum,NCBI_ID,65591,Class=polycystina,(absent from chain),1,planktoscope,expected above family: the two registers use different higher classifications
e98b0be953cc,INFO,ncbi,ncbi_higher_rank_divergence,collozoum,NCBI_ID,65591,Order=nassellaria,(absent from chain),1,planktoscope,expected above family: the two registers use different higher classifications
8a61c55f3f46,INFO,ncbi,ncbi_higher_rank_divergence,colurella,NCBI_ID,1926390,Kingdom=animalia,(absent from chain),1,frepj,expected above family: the two registers use different higher classifications
0c1f003a6e26,INFO,ncbi,ncbi_higher_rank_divergence,conochiloides,NCBI_ID,1917124,Kingdom=animalia,(absent from chain),1,frepj,expected above family: the two registers use different higher classifications
2ad0cdb3e623,INFO,ncbi,ncbi_higher_rank_divergence,conochiloides dossuarius,NCBI_ID,1917124,Kingdom=animalia,(absent from chain),1,frepj,expected above family: the two registers use different higher classifications
ed7ce1e563c5,INFO,ncbi,ncbi_higher_rank_divergence,conochilus,NCBI_ID,360647,Kingdom=animalia,(absent from chain),2,frepj;zoolake,expected above family: the two registers use different higher classifications
780df6ab6c60,INFO,ncbi,ncbi_higher_rank_divergence,conochilus unicornis,NCBI_ID,360647,Kingdom=animalia,(absent from chain),1,frepj,expected above family: the two registers use different higher classifications
7e71c3815463,INFO,ncbi,ncbi_higher_rank_divergence,copepoda,NCBI_ID,6830,Kingdom=animalia,(absent from chain),39,flowcamnet;global_uvp5;isiisnet;jedioceans;medplanktonset;planktonset1.0;planktoscope;tara_pacific_bongo;tara_pacific_decknet;tara_pacific_hsn;tara_pacific_manta;uvp6net;zoocamnet;zoolake,expected above family: the two registers use different higher classifications
63e7a0d542b6,INFO,ncbi,ncbi_higher_rank_divergence,copilia,NCBI_ID,545085,Kingdom=animalia,(absent from chain),4,planktonset1.0;tara_pacific_hsn;tara_pacific_manta;zooscan,expected above family: the two registers use different higher classifications
19f68ef5959e,INFO,ncbi,ncbi_higher_rank_divergence,copilia,NCBI_ID,545085,Order=cyclopoida,(absent from chain),4,planktonset1.0;tara_pacific_hsn;tara_pacific_manta;zooscan,expected above family: the two registers use different higher classifications
d3277eeb0855,INFO,ncbi,ncbi_higher_rank_divergence,corethron,NCBI_ID,49242,Kingdom=chromista,(absent from chain),3,planktoscope;tara_pacific_decknet;whoi,expected above family: the two registers use different higher classifications
cbebc9a5782a,INFO,ncbi,ncbi_higher_rank_divergence,corethron,NCBI_ID,49242,Phylum=heterokontophyta,(absent from chain),3,planktoscope;tara_pacific_decknet;whoi,expected above family: the two registers use different higher classifications
f870dd68e0b9,INFO,ncbi,ncbi_higher_rank_divergence,corethron,NCBI_ID,49242,Class=bacillariophyceae,(absent from chain),3,planktoscope;tara_pacific_decknet;whoi,expected above family: the two registers use different higher classifications
ce4493984534,INFO,ncbi,ncbi_higher_rank_divergence,coronatae,NCBI_ID,86058,Kingdom=animalia,(absent from chain),1,global_uvp5,expected above family: the two registers use different higher classifications
33030d2b381b,INFO,ncbi,ncbi_higher_rank_divergence,corycaeidae,NCBI_ID,749182,Kingdom=animalia,(absent from chain),6,planktoscope;tara_pacific_bongo;tara_pacific_hsn;tara_pacific_manta;zoocamnet;zooscan,expected above family: the two registers use different higher classifications
03a6196be34f,INFO,ncbi,ncbi_higher_rank_divergence,corycaeidae,NCBI_ID,749182,Order=cyclopoida,(absent from chain),6,planktoscope;tara_pacific_bongo;tara_pacific_hsn;tara_pacific_manta;zoocamnet;zooscan,expected above family: the two registers use different higher classifications
0e804c7bba2f,INFO,ncbi,ncbi_higher_rank_divergence,corythodinium,NCBI_ID,240356,Kingdom=chromista,(absent from chain),1,planktoscope,expected above family: the two registers use different higher classifications
a7d9c3564e60,INFO,ncbi,ncbi_higher_rank_divergence,corythodinium,NCBI_ID,240356,Phylum=myzozoa,(absent from chain),1,planktoscope,expected above family: the two registers use different higher classifications
79a3af1f28b1,INFO,ncbi,ncbi_higher_rank_divergence,corythodinium constrictum,NCBI_ID,240356,Kingdom=chromista,(absent from chain),2,medplanktonset;planktoscope,expected above family: the two registers use different higher classifications
b0c1ef9ca3cc,INFO,ncbi,ncbi_higher_rank_divergence,corythodinium constrictum,NCBI_ID,240356,Phylum=myzozoa,(absent from chain),2,medplanktonset;planktoscope,expected above family: the two registers use different higher classifications
e8c7c88ad74a,INFO,ncbi,ncbi_higher_rank_divergence,corythodinium milneri,NCBI_ID,240356,Kingdom=chromista,(absent from chain),1,medplanktonset,expected above family: the two registers use different higher classifications
f53738c2b926,INFO,ncbi,ncbi_higher_rank_divergence,corythodinium milneri,NCBI_ID,240356,Phylum=myzozoa,(absent from chain),1,medplanktonset,expected above family: the two registers use different higher classifications
1e24e5561d91,INFO,ncbi,ncbi_higher_rank_divergence,corythodinium tesselatum,NCBI_ID,240356,Kingdom=chromista,(absent from chain),1,planktoscope,expected above family: the two registers use different higher classifications
a0ff72c6f73f,INFO,ncbi,ncbi_higher_rank_divergence,corythodinium tesselatum,NCBI_ID,240356,Phylum=myzozoa,(absent from chain),1,planktoscope,expected above family: the two registers use different higher classifications
79f1a99c57bd,INFO,ncbi,ncbi_higher_rank_divergence,coscinodiscaceae,NCBI_ID,38747,Kingdom=chromista,(absent from chain),1,flowcamnet,expected above family: the two registers use different higher classifications
c395c63f674e,INFO,ncbi,ncbi_higher_rank_divergence,coscinodiscaceae,NCBI_ID,38747,Phylum=heterokontophyta,(absent from chain),1,flowcamnet,expected above family: the two registers use different higher classifications
eea691846527,INFO,ncbi,ncbi_higher_rank_divergence,coscinodiscaceae,NCBI_ID,38747,Class=bacillariophyceae,(absent from chain),1,flowcamnet,expected above family: the two registers use different higher classifications
ab3e6dd42604,INFO,ncbi,ncbi_higher_rank_divergence,coscinodiscus,NCBI_ID,33641,Kingdom=chromista,(absent from chain),3,global_uvp5;whoi;zooscan,expected above family: the two registers use different higher classifications
b154b9aad636,INFO,ncbi,ncbi_higher_rank_divergence,coscinodiscus,NCBI_ID,33641,Phylum=heterokontophyta,(absent from chain),3,global_uvp5;whoi;zooscan,expected above family: the two registers use different higher classifications
85d90d5bb8bc,INFO,ncbi,ncbi_higher_rank_divergence,coscinodiscus,NCBI_ID,33641,Class=bacillariophyceae,(absent from chain),3,global_uvp5;whoi;zooscan,expected above family: the two registers use different higher classifications
8d89bd84b091,INFO,ncbi,ncbi_higher_rank_divergence,creseidae,NCBI_ID,356495,Kingdom=animalia,(absent from chain),1,global_uvp5,expected above family: the two registers use different higher classifications
32fad7184855,INFO,ncbi,ncbi_higher_rank_divergence,creseis acicula,NCBI_ID,356499,Kingdom=animalia,(absent from chain),4,tara_pacific_hsn;tara_pacific_manta;uvp6net;zooscan,expected above family: the two registers use different higher classifications
a4f4b4e15ded,INFO,ncbi,ncbi_higher_rank_divergence,crinoidea,NCBI_ID,35069,Kingdom=animalia,(absent from chain),1,jedioceans,expected above family: the two registers use different higher classifications
2909ac918118,INFO,ncbi,ncbi_higher_rank_divergence,cryptomonadales,NCBI_ID,589350,Kingdom=chromista,(absent from chain),2,daplankton;syke_ifcb_2022,expected above family: the two registers use different higher classifications
b0e19bdd534e,INFO,ncbi,ncbi_higher_rank_divergence,cryptomonadales,NCBI_ID,589350,Phylum=cryptophyta,(absent from chain),2,daplankton;syke_ifcb_2022,expected above family: the two registers use different higher classifications
d5173d7fb247,INFO,ncbi,ncbi_higher_rank_divergence,cryptophyceae,NCBI_ID,3027,Kingdom=chromista,(absent from chain),1,medplanktonset,expected above family: the two registers use different higher classifications
d79a669cb989,INFO,ncbi,ncbi_higher_rank_divergence,cryptophyceae,NCBI_ID,3027,Phylum=cryptophyta,(absent from chain),1,medplanktonset,expected above family: the two registers use different higher classifications
75ece298d12c,INFO,ncbi,ncbi_higher_rank_divergence,ctenocalanus,NCBI_ID,149010,Kingdom=animalia,(absent from chain),1,global_uvp5,expected above family: the two registers use different higher classifications
ea46710fc5b4,INFO,ncbi,ncbi_higher_rank_divergence,ctenophora,NCBI_ID,1003038,Kingdom=chromista,(absent from chain),12,global_uvp5;isiisnet;planktoscope;tara_pacific_hsn;tara_pacific_manta;uvp6net;zoocamnet;zooscan,expected above family: the two registers use different higher classifications
5a0e67372bcf,INFO,ncbi,ncbi_higher_rank_divergence,ctenophora,NCBI_ID,1003038,Phylum=heterokontophyta,(absent from chain),12,global_uvp5;isiisnet;planktoscope;tara_pacific_hsn;tara_pacific_manta;uvp6net;zoocamnet;zooscan,expected above family: the two registers use different higher classifications
d35faa0623f3,INFO,ncbi,ncbi_higher_rank_divergence,ctenophora,NCBI_ID,1003038,Class=bacillariophyceae,(absent from chain),12,global_uvp5;isiisnet;planktoscope;tara_pacific_hsn;tara_pacific_manta;uvp6net;zoocamnet;zooscan,expected above family: the two registers use different higher classifications
1c6ded8c961e,INFO,ncbi,ncbi_higher_rank_divergence,cubozoa,NCBI_ID,6137,Kingdom=animalia,(absent from chain),1,global_uvp5,expected above family: the two registers use different higher classifications
07a10ca0fc21,INFO,ncbi,ncbi_higher_rank_divergence,cumacea,NCBI_ID,27412,Kingdom=animalia,(absent from chain),1,zooscan,expected above family: the two registers use different higher classifications
a8b773af72db,INFO,ncbi,ncbi_higher_rank_divergence,cyanobacteria,NCBI_ID,1117,Phylum=cyanobacteria,(absent from chain),10,daplankton;flowcamnet;planktoscope;syke_ifcb_2022;tara_pacific_bongo;tara_pacific_decknet;tara_pacific_hsn,expected above family: the two registers use different higher classifications
625db147c4c0,INFO,ncbi,ncbi_higher_rank_divergence,cyanophyceae,NCBI_ID,3028117,Phylum=cyanobacteria,(absent from chain),5,flowcamnet;tara_pacific_bongo;tara_pacific_decknet;zoolake,expected above family: the two registers use different higher classifications
8300a087f260,INFO,ncbi,ncbi_higher_rank_divergence,cyclopidae,NCBI_ID,84315,Kingdom=animalia,(absent from chain),1,frepj,expected above family: the two registers use different higher classifications
7e17a12f2ffc,INFO,ncbi,ncbi_higher_rank_divergence,cyclopoida,NCBI_ID,84308,Kingdom=animalia,(absent from chain),4,sykezooscan2024;tara_pacific_bongo;zoocamnet,expected above family: the two registers use different higher classifications
baacabe59d2d,INFO,ncbi,ncbi_higher_rank_divergence,cyclops,NCBI_ID,263416,Kingdom=animalia,(absent from chain),4,frepj;sykezooscan2024;zoolake,expected above family: the two registers use different higher classifications
8c38a5e7dbdf,INFO,ncbi,ncbi_higher_rank_divergence,cyclops kikuchii,NCBI_ID,263416,Kingdom=animalia,(absent from chain),1,frepj,expected above family: the two registers use different higher classifications
14c173f73bc4,INFO,ncbi,ncbi_higher_rank_divergence,cyclops vicinus,NCBI_ID,263416,Kingdom=animalia,(absent from chain),1,frepj,expected above family: the two registers use different higher classifications
d15dfa30504f,INFO,ncbi,ncbi_higher_rank_divergence,cyclotella choctawhatcheeana,NCBI_ID,310905,Kingdom=chromista,(absent from chain),2,daplankton;syke_ifcb_2022,expected above family: the two registers use different higher classifications
2f7979b4535f,INFO,ncbi,ncbi_higher_rank_divergence,cyclotella choctawhatcheeana,NCBI_ID,310905,Phylum=heterokontophyta,(absent from chain),2,daplankton;syke_ifcb_2022,expected above family: the two registers use different higher classifications
655813b16d02,INFO,ncbi,ncbi_higher_rank_divergence,cyclotella choctawhatcheeana,NCBI_ID,310905,Class=bacillariophyceae,(absent from chain),2,daplankton;syke_ifcb_2022,expected above family: the two registers use different higher classifications
2741d9c7e104,INFO,ncbi,ncbi_higher_rank_divergence,cydippida,NCBI_ID,50341,Kingdom=animalia,(absent from chain),2,planktonset1.0,expected above family: the two registers use different higher classifications
f358adf5dfbb,INFO,ncbi,ncbi_higher_rank_divergence,cylindrotheca,NCBI_ID,2852,Kingdom=chromista,(absent from chain),2,tara_pacific_bongo;whoi,expected above family: the two registers use different higher classifications
38a10a6c93a0,INFO,ncbi,ncbi_higher_rank_divergence,cylindrotheca,NCBI_ID,2852,Phylum=heterokontophyta,(absent from chain),2,tara_pacific_bongo;whoi,expected above family: the two registers use different higher classifications
8c7f2263e023,INFO,ncbi,ncbi_higher_rank_divergence,cylindrotheca closterium,NCBI_ID,2856,Kingdom=chromista,(absent from chain),1,medplanktonset,expected above family: the two registers use different higher classifications
2056deccd7b6,INFO,ncbi,ncbi_higher_rank_divergence,cylindrotheca closterium,NCBI_ID,2856,Phylum=heterokontophyta,(absent from chain),1,medplanktonset,expected above family: the two registers use different higher classifications
7fcb9c260f00,INFO,ncbi,ncbi_higher_rank_divergence,cymbomonas tetramitiformis,NCBI_ID,36881,Kingdom=plantae,(absent from chain),1,syke_ifcb_2022,expected above family: the two registers use different higher classifications
3ca73acfb24c,INFO,ncbi,ncbi_higher_rank_divergence,cymbulia peronii,NCBI_ID,3108434,Kingdom=animalia,(absent from chain),1,zooscan,expected above family: the two registers use different higher classifications
2b83c324c5b2,INFO,ncbi,ncbi_higher_rank_divergence,cyttarocylis,NCBI_ID,1176358,Kingdom=chromista,(absent from chain),3,planktoscope;tara_pacific_bongo;tara_pacific_decknet,expected above family: the two registers use different higher classifications
7c9ffa09e33a,INFO,ncbi,ncbi_higher_rank_divergence,cyttarocylis,NCBI_ID,1176358,Class=oligotrichea,(absent from chain),3,planktoscope;tara_pacific_bongo;tara_pacific_decknet,expected above family: the two registers use different higher classifications
cabe52e0bfbe,INFO,ncbi,ncbi_higher_rank_divergence,cyttarocylis,NCBI_ID,1176358,Order=choreotrichida,(absent from chain),3,planktoscope;tara_pacific_bongo;tara_pacific_decknet,expected above family: the two registers use different higher classifications
c433f8468a58,INFO,ncbi,ncbi_higher_rank_divergence,dactyliosolen,NCBI_ID,1118494,Kingdom=chromista,(absent from chain),4,flowcamnet;tara_pacific_bongo;tara_pacific_decknet;whoi,expected above family: the two registers use different higher classifications
fc413f366264,INFO,ncbi,ncbi_higher_rank_divergence,dactyliosolen,NCBI_ID,1118494,Phylum=heterokontophyta,(absent from chain),4,flowcamnet;tara_pacific_bongo;tara_pacific_decknet;whoi,expected above family: the two registers use different higher classifications
f1c5984273f6,INFO,ncbi,ncbi_higher_rank_divergence,dactyliosolen,NCBI_ID,1118494,Class=bacillariophyceae,(absent from chain),4,flowcamnet;tara_pacific_bongo;tara_pacific_decknet;whoi,expected above family: the two registers use different higher classifications
5cc1a6778601,INFO,ncbi,ncbi_higher_rank_divergence,dactyliosolen blavyanus,NCBI_ID,1334934,Kingdom=chromista,(absent from chain),1,medplanktonset,expected above family: the two registers use different higher classifications
d46949dd831f,INFO,ncbi,ncbi_higher_rank_divergence,dactyliosolen blavyanus,NCBI_ID,1334934,Phylum=heterokontophyta,(absent from chain),1,medplanktonset,expected above family: the two registers use different higher classifications
0ed9600d524a,INFO,ncbi,ncbi_higher_rank_divergence,dactyliosolen blavyanus,NCBI_ID,1334934,Class=bacillariophyceae,(absent from chain),1,medplanktonset,expected above family: the two registers use different higher classifications
abad84d007f9,INFO,ncbi,ncbi_higher_rank_divergence,dactyliosolen fragilissimus,NCBI_ID,1118495,Kingdom=chromista,(absent from chain),1,medplanktonset,expected above family: the two registers use different higher classifications
299eb09d21de,INFO,ncbi,ncbi_higher_rank_divergence,dactyliosolen fragilissimus,NCBI_ID,1118495,Phylum=heterokontophyta,(absent from chain),1,medplanktonset,expected above family: the two registers use different higher classifications
b88b359ef973,INFO,ncbi,ncbi_higher_rank_divergence,dactyliosolen fragilissimus,NCBI_ID,1118495,Class=bacillariophyceae,(absent from chain),1,medplanktonset,expected above family: the two registers use different higher classifications
b4223fabb7ff,INFO,ncbi,ncbi_higher_rank_divergence,dadayiella,NCBI_ID,1292460,Kingdom=chromista,(absent from chain),2,planktoscope;tara_pacific_decknet,expected above family: the two registers use different higher classifications
4900d8dae704,INFO,ncbi,ncbi_higher_rank_divergence,dadayiella,NCBI_ID,1292460,Class=oligotrichea,(absent from chain),2,planktoscope;tara_pacific_decknet,expected above family: the two registers use different higher classifications
e053be6be05e,INFO,ncbi,ncbi_higher_rank_divergence,dadayiella,NCBI_ID,1292460,Order=choreotrichida,(absent from chain),2,planktoscope;tara_pacific_decknet,expected above family: the two registers use different higher classifications
eb727538452e,INFO,ncbi,ncbi_higher_rank_divergence,daphnia,NCBI_ID,6668,Kingdom=animalia,(absent from chain),5,frepj;sykezooscan2024;zoolake,expected above family: the two registers use different higher classifications
fa65fd04f7b3,INFO,ncbi,ncbi_higher_rank_divergence,daphnia ambigua,NCBI_ID,6668,Kingdom=animalia,(absent from chain),1,frepj,expected above family: the two registers use different higher classifications
34f43f007e71,INFO,ncbi,ncbi_higher_rank_divergence,daphnia cristata,NCBI_ID,6668,Kingdom=animalia,(absent from chain),1,frepj,expected above family: the two registers use different higher classifications
a3d8a7b31328,INFO,ncbi,ncbi_higher_rank_divergence,daphnia dentifera,NCBI_ID,6668,Kingdom=animalia,(absent from chain),1,frepj,expected above family: the two registers use different higher classifications
b31a4c7ceb9e,INFO,ncbi,ncbi_higher_rank_divergence,daphnia galeata,NCBI_ID,6668,Kingdom=animalia,(absent from chain),1,frepj,expected above family: the two registers use different higher classifications
c681119dc7f5,INFO,ncbi,ncbi_higher_rank_divergence,daphnia longiremis,NCBI_ID,6668,Kingdom=animalia,(absent from chain),1,frepj,expected above family: the two registers use different higher classifications
f9afeaff8122,INFO,ncbi,ncbi_higher_rank_divergence,daphnia mitsukuri,NCBI_ID,6668,Kingdom=animalia,(absent from chain),1,frepj,expected above family: the two registers use different higher classifications
6ec3d9bf15a8,INFO,ncbi,ncbi_higher_rank_divergence,daphnia pulex,NCBI_ID,6668,Kingdom=animalia,(absent from chain),1,frepj,expected above family: the two registers use different higher classifications
075f53acc730,INFO,ncbi,ncbi_higher_rank_divergence,daphnia tanakai,NCBI_ID,6668,Kingdom=animalia,(absent from chain),1,frepj,expected above family: the two registers use different higher classifications
90a409473dd0,INFO,ncbi,ncbi_higher_rank_divergence,decapoda,NCBI_ID,6683,Kingdom=animalia,(absent from chain),13,global_uvp5;jedioceans;planktonset1.0;planktoscope;zoocamnet;zooscan,expected above family: the two registers use different higher classifications
effb13124028,INFO,ncbi,ncbi_higher_rank_divergence,delphineis,NCBI_ID,265589,Kingdom=chromista,(absent from chain),1,whoi,expected above family: the two registers use different higher classifications
e8624b2a6e9d,INFO,ncbi,ncbi_higher_rank_divergence,delphineis,NCBI_ID,265589,Phylum=heterokontophyta,(absent from chain),1,whoi,expected above family: the two registers use different higher classifications
2aae1084596f,INFO,ncbi,ncbi_higher_rank_divergence,delphineis,NCBI_ID,265589,Class=bacillariophyceae,(absent from chain),1,whoi,expected above family: the two registers use different higher classifications
1a9fc2872dea,INFO,ncbi,ncbi_higher_rank_divergence,delphineis,NCBI_ID,265589,Order=rhaponeidales,(absent from chain),1,whoi,expected above family: the two registers use different higher classifications
e052fb49fcf5,INFO,ncbi,ncbi_higher_rank_divergence,diacyclops,NCBI_ID,516365,Kingdom=animalia,(absent from chain),1,frepj,expected above family: the two registers use different higher classifications
50f1ddafc5e1,INFO,ncbi,ncbi_higher_rank_divergence,diacyclops biscuspidatus,NCBI_ID,516365,Kingdom=animalia,(absent from chain),1,frepj,expected above family: the two registers use different higher classifications
59a93fd9b020,INFO,ncbi,ncbi_higher_rank_divergence,diaphanosoma,NCBI_ID,117531,Kingdom=animalia,(absent from chain),3,frepj;zoolake,expected above family: the two registers use different higher classifications
f9d58be1833f,INFO,ncbi,ncbi_higher_rank_divergence,diaphanosoma brachyurum,NCBI_ID,117531,Kingdom=animalia,(absent from chain),1,frepj,expected above family: the two registers use different higher classifications
f380a47eb5f6,INFO,ncbi,ncbi_higher_rank_divergence,diaphanosoma dubium,NCBI_ID,117531,Kingdom=animalia,(absent from chain),1,frepj,expected above family: the two registers use different higher classifications
5f49fb5f6d27,INFO,ncbi,ncbi_higher_rank_divergence,diaphanosoma macrophthalma,NCBI_ID,117531,Kingdom=animalia,(absent from chain),1,frepj,expected above family: the two registers use different higher classifications
f2d05c46b405,INFO,ncbi,ncbi_higher_rank_divergence,diaphanosoma nipponica,NCBI_ID,117531,Kingdom=animalia,(absent from chain),1,frepj,expected above family: the two registers use different higher classifications
0134c567ee17,INFO,ncbi,ncbi_higher_rank_divergence,diaphanosoma orientalis,NCBI_ID,117531,Kingdom=animalia,(absent from chain),1,frepj,expected above family: the two registers use different higher classifications
dcc7891bf223,INFO,ncbi,ncbi_higher_rank_divergence,diatoma,NCBI_ID,2862,Kingdom=chromista,(absent from chain),13,flowcamnet;global_uvp5;tara_pacific_bongo;tara_pacific_decknet;tara_pacific_manta;zoocamnet,expected above family: the two registers use different higher classifications
18a6d6de6529,INFO,ncbi,ncbi_higher_rank_divergence,diatoma,NCBI_ID,2862,Phylum=heterokontophyta,(absent from chain),13,flowcamnet;global_uvp5;tara_pacific_bongo;tara_pacific_decknet;tara_pacific_manta;zoocamnet,expected above family: the two registers use different higher classifications
a6dd9de2b5eb,INFO,ncbi,ncbi_higher_rank_divergence,diatoma,NCBI_ID,2862,Class=bacillariophyceae,(absent from chain),13,flowcamnet;global_uvp5;tara_pacific_bongo;tara_pacific_decknet;tara_pacific_manta;zoocamnet,expected above family: the two registers use different higher classifications
febe6fc41f67,INFO,ncbi,ncbi_higher_rank_divergence,diatoma,NCBI_ID,2862,Order=fragilariales,(absent from chain),13,flowcamnet;global_uvp5;tara_pacific_bongo;tara_pacific_decknet;tara_pacific_manta;zoocamnet,expected above family: the two registers use different higher classifications
dfe1cdd9c03c,INFO,ncbi,ncbi_higher_rank_divergence,diatoma tenuis,NCBI_ID,426639,Kingdom=chromista,(absent from chain),2,daplankton;zoocamnet,expected above family: the two registers use different higher classifications
